"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:2PpruBYCo4H7WOBJ7Q2EwM","Hey Ya!","spotify:artist:1G9G7WwrXka3Z1r7aIDjI7","Outkast","spotify:album:1UsmQ3bpJTyK6ygoOOjG1r","Speakerboxxx/The Love Below","2003","https://i.scdn.co/image/ab67616d0000b2736a6387ab37f64034cdc7b367","2","9","235213","https://p.scdn.co/mp3-preview/36edaaf99f026324cf2e3a6118ba3f02ea80fc31?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","spotify:user:erikkellogg","2016-11-12T22:56:59Z","atl hip hop,dirty south rap,hip hop,rap,southern hip hop","0.727","0.974","4","-2.261","0","0.0664","0.103","0.000532","0.174","0.965","79.526","4","","Arista","P (P) 2003 Arista Records LLC"
"spotify:track:6zsUvdazZp3vF49lWFqxqs","Livin' la Vida Loca","spotify:artist:7slfeZO9LsJbWgpkIoXBUJ","Ricky Martin","spotify:album:3k0gbDJ1p2nbqFNHeKVwi4","The Greatest Hits","2011","https://i.scdn.co/image/ab67616d0000b273a215d0780485abb2d384bab9","1","1","243373","https://p.scdn.co/mp3-preview/23f8bd76c0738daaebfb7f294f1eed80751aaa68?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","spotify:user:erikkellogg","2016-11-12T22:56:59Z","dance pop,latin,latin pop,mexican pop,puerto rican pop","0.417","0.956","1","-3.771","0","0.055","0.00463","0","0.0725","0.93","178.119","4","","Sony Music Entertainment","P This compilation (P) 2011 Sony Music Entertainment UK Limited"
"spotify:track:0mLAgHQP1BOkoHhDu622BQ","Get Down On It","spotify:artist:3VNITwohbvU5Wuy5PC6dsI","Kool & The Gang","spotify:album:37zC760BSwY1JWNPvSZOik","20th Century Masters: The Millennium Collection: Best Of Kool & The Gang","2000-01-01","https://i.scdn.co/image/ab67616d0000b27332d133900c5b7678bc7af274","1","5","213426","","false","0","spotify:user:erikkellogg","2016-11-12T22:57:01Z","disco,funk,motown,quiet storm,soul","0.889","0.646","7","-6.366","1","0.0668","0.195","0.0000319","0.0502","0.966","110.842","4","","Universal Strategic Marketing","C © 2000 The Island Def Jam Music Group, P ℗ 2000 The Island Def Jam Music Group"
"spotify:track:6hTBP6QLwJdxbKyLlLXrGo","Let's Talk About Sex","spotify:artist:7wqtxqI3eo7Gn1P7SpP6cQ","Salt-N-Pepa","spotify:album:4iCiqnufcdAdTyKrkKGwqR","Blacks' Magic","1990-01-01","https://i.scdn.co/image/ab67616d0000b2732cdf80d702f69bfebaa6af87","1","10","213266","https://p.scdn.co/mp3-preview/cf37e4b398cbe49f1743ad3bb709452e7df14d15?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","spotify:user:erikkellogg","2016-11-12T22:57:03Z","dance pop,girl group,hip hop,hip house,hip pop,old school hip hop,pop rap,queens hip hop,rap","0.863","0.543","6","-13.497","1","0.13","0.0507","0","0.241","0.799","106.929","4","","Island Def Jam","C © 1990 The Island Def Jam Music Group, The Island Def Jam Music Group, P ℗ 1990 The Island Def Jam Music Group, The Island Def Jam Music Group"
"spotify:track:6W2VbtvMrDXm5vYeB7amkO","Footloose","spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW","Kenny Loggins","spotify:album:3uN87hwClF0hult2cxMbAW","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","1997-03-25","https://i.scdn.co/image/ab67616d0000b27319db9ac54c80a898a179f0f1","1","3","220706","https://p.scdn.co/mp3-preview/76d526694040f175159223da0122148c93bdca19?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","spotify:user:erikkellogg","2016-11-12T22:57:10Z","album rock,classic rock,mellow gold,new wave pop,rock,soft rock,yacht rock","0.546","0.895","9","-7.189","1","0.0579","0.0819","0.0000142","0.0768","0.494","174.089","4","","Columbia","P This compilation (P) 1997 Sony Music Entertainment"
"spotify:track:5rb9QrpfcKFHM1EUbSIurX","Yeah! (feat. Lil Jon & Ludacris)","spotify:artist:23zg3TcAtWQy7J6upgbUnj, spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK, spotify:artist:3ipn9JLAPI5GUEo4y4jcoi","Usher, Lil Jon, Ludacris","spotify:album:1RM6MGv6bcl6NrAG8PGoZk","Confessions (Expanded Edition)","2004-03-23","https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da","1","2","250373","https://p.scdn.co/mp3-preview/8a5e4f8dce6b1a957e235185a4677841fcaafe90?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","spotify:user:erikkellogg","2016-11-12T22:57:14Z","atl hip hop,dance pop,pop,r&b,south carolina hip hop,urban contemporary,atl hip hop,crunk,dance pop,dirty south rap,pop rap,southern hip hop,atl hip hop,dance pop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap","0.894","0.791","2","-4.699","1","0.112","0.0183","0","0.0388","0.583","105.018","4","","LaFace Records","P (P) 2004 LaFace Records"
"spotify:track:5DapnEmRWQyOnR3MFfuvDB","Rock Your Body","spotify:artist:31TPClRtHm23RisEBtV3X7","Justin Timberlake","spotify:album:1OLivqDNRPeMVJj3BsUCwk","Justified","2002-11-04","https://i.scdn.co/image/ab67616d0000b2738684b9d5bf6d0006e87acc9e","1","6","267266","","false","0","spotify:user:erikkellogg","2016-11-12T22:57:16Z","dance pop,pop","0.899","0.724","4","-6.091","0","0.138","0.168","0.00029","0.051","0.84","100.979","4","","Jive","P (P) 2002 Zomba Recording LLC"
"spotify:track:4qon1A2efMVZ1UgooNoxad","The Fresh Prince of Bel-Air","spotify:artist:1mG23iQeR29Ojhq89D5gbh","DJ Jazzy Jeff & The Fresh Prince","spotify:album:0G19HWSyPN6pRj0i7wpYcw","Tormentoni TV","2009-03-26","https://i.scdn.co/image/ab67616d0000b273925475cf1b5e9737fd4ad57d","1","3","175546","https://p.scdn.co/mp3-preview/466922a8106833fa43370b1f5ade87a1e1bd9116?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:erikkellogg","2016-11-12T22:57:28Z","gangster rap,hip hop,old school hip hop,philly rap,rap","0.831","0.698","10","-7.339","0","0.0841","0.00363","0.00000177","0.0457","0.867","101.15","4","","Columbia","P This Product (P) 2009 SONY MUSIC ENTERTAINMENT (Italy) S.p.A."
"spotify:track:231mi5BkHyJHxQre25S6oS","Poison","spotify:artist:2zFZiWQJFFshzojycnXoTL","Bell Biv DeVoe","spotify:album:0PPAtp7bE7Itwl0UtG1mXc","20 #1's: 90's R&B","2015-06-15","https://i.scdn.co/image/ab67616d0000b273841dad7031a5a99fb4865609","1","9","262052","","false","0","spotify:user:erikkellogg","2016-11-12T22:58:06Z","boy band,funk,hip hop,hip pop,new jack swing,quiet storm,r&b,rap,urban contemporary","0.837","0.669","6","-7.312","0","0.203","0.00188","0.00157","0.599","0.761","111.871","4","","Universal Music Group","C © 2015 Universal Music Enterprises, a Division of UMG Recordings, Inc., P ℗ 2015 Universal Music Enterprises, a Division of UMG Recordings, Inc."
"spotify:track:0gFB5H3pHN13ERt2FyMuWi","It Takes Two","spotify:artist:6vwFR7NilfrQ4AX0d41fWu","Rob Base & DJ EZ Rock","spotify:album:5tocCryeqWvFXn65seo0p6","It Takes Two","1988-05-05","https://i.scdn.co/image/ab67616d0000b2738326ebde417fbd72f39b2525","1","1","300640","https://p.scdn.co/mp3-preview/b76146a47bf890e0f206a8b1f36aea2773e92688?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:erikkellogg","2016-11-12T22:58:07Z","electro,harlem hip hop,hip house,rap","0.8","0.723","2","-9.719","1","0.158","0.00228","0","0.26","0.651","111.593","4","","Arista/Profile","P (P) 1988 RCA Records, a division of Sony Music Entertainment"
"spotify:track:0UAEHlFR79k9CJvknSGUNf","Pump Up The Jam - Edit","spotify:artist:2Cd98zHVdZeOCisc6Gi2sB, spotify:artist:1pvibpCqTQG4mnbZ7vVSDj","Technotronic, Felly","spotify:album:5uuAdNhG4ruMYRFPVCW8gL","Best Of","2011-01-01","https://i.scdn.co/image/ab67616d0000b273f1291485a66e5cbd0d9c878d","1","1","215040","https://p.scdn.co/mp3-preview/561c069fe962e6243812ef416d2644255d893c39?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","spotify:user:erikkellogg","2016-11-12T22:58:08Z","eurodance,europop,hip house,new beat","0.862","0.918","10","-7.325","0","0.108","0.0287","0.00000115","0.0492","0.651","124.811","4","","ARS Entertainment N.V.","C © 2011 ARS Entertainment Belgium (A Division Of Universal Music Belgium), P This Compilation ℗ 2011 ARS Entertainment Belgium (A Division Of Universal Music Belgium)"
"spotify:track:0QMHVTnrFTQJoaqmkdsKhT","I Wish - Radio Edit","spotify:artist:55Pp4Ns5VfTSFsBraW7MQy","Skee-Lo","spotify:album:74QhQQa0lhpkOSrz9HXWyE","I Wish","1995-08-08","https://i.scdn.co/image/ab67616d0000b2735e2bca5e5a3f48064f2300be","1","2","252306","https://p.scdn.co/mp3-preview/8218f1f32b9d0f553dc4c11e7f9986d271fe7f1f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","spotify:user:erikkellogg","2016-11-12T22:59:04Z","hip hop,rap,west coast rap","0.715","0.738","7","-10.139","1","0.157","0.00826","0","0.26","0.573","97.877","4","","Altra Moda Music","C 1995 Altra Moda Music (www.altramoda.nl), P 1995 Altra Moda Music (www.altramoda.nl)"
"spotify:track:3RmKpob8xzv1pzHEQrMJah","Let Me Blow Ya Mind","spotify:artist:4d3yvTptO48nOYTPBcPFZC, spotify:artist:4yiQZ8tQPux8cPriYMWUFP","Eve, Gwen Stefani","spotify:album:6ZWL1xSTEvqs5A6dBh8vZw","Scorpion","2001-01-01","https://i.scdn.co/image/ab67616d0000b2730a825fea8b9095572e5130ef","1","4","230133","https://p.scdn.co/mp3-preview/c400d1d4158810b7519d621d8650c68f6a068738?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","spotify:user:erikkellogg","2016-11-12T22:59:26Z","dance pop,hip hop,hip pop,philly rap,pop rap,r&b,rap,urban contemporary,dance pop,europop,hip pop,pop,pop dance,post-teen pop,urban contemporary","0.908","0.557","8","-4.243","0","0.107","0.242","0","0.0709","0.897","90.032","4","","Ruff Ryders RECORDS","C © 2001 Ruff Ryders/Interscope Records, P ℗ 2001 Ruff Ryders/Interscope Records"
"spotify:track:67jzhWNLD0PING5DfuU1D7","Me So Horny","spotify:artist:58Dx4HPzeOO3dbpD9YYEes","2 LIVE CREW","spotify:album:7Maw5MFWz9hEUgoSK4KGRH","Music From The Motion Picture The To Do List","2013-01-01","https://i.scdn.co/image/ab67616d0000b273b5d065005f107adcb22e2a5f","1","1","265586","https://p.scdn.co/mp3-preview/6f09dd340ec8a3a2ea34b4b42844fda1a2a4125b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","spotify:user:erikkellogg","2016-11-12T22:59:28Z","electro,gangster rap,hip hop,hip house,miami bass,miami hip hop,old school hip hop,rap","0.956","0.879","0","-6.747","1","0.196","0.00637","0.00689","0.0773","0.546","128.926","4","","UME Direct","C © 2013 Universal Music Enterprises, a Division of UMG Recordings, Inc., P This Compilation ℗ 2013 Universal Music Enterprises, a Division of UMG Recordings, Inc."
"spotify:track:5KSJ9k1FYjFLnIRlJT2wF8","Tha Crossroads","spotify:artist:5spEJXLwD1sKUdC2bnOHPg","Bone Thugs-N-Harmony","spotify:album:3r25XjxAmLMOhOWoV6X8N9","E. 1999 Eternal","1995-07-25","https://i.scdn.co/image/ab67616d0000b273e49f4677129d4b8b9d9f50ac","1","8","223546","https://p.scdn.co/mp3-preview/c034ff7ebb5dda79454f8fbe5816faef5cfc876b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","spotify:user:erikkellogg","2016-11-12T22:59:30Z","gangster rap,hip hop,ohio hip hop,pop rap,rap,southern hip hop","0.679","0.509","4","-7.31","1","0.0617","0.0856","0","0.438","0.534","144.29","4","","Ruthless Records","C (C) 1995 Ruthless Records, P (P) 1995 Ruthless Records"
"spotify:track:3Ti0GdlrotgwsAVBBugv0I","Can I Kick It?","spotify:artist:09hVIj6vWgoCDtT03h8ZCa","A Tribe Called Quest","spotify:album:3kV0i1qqudjf0PGawJ4jck","People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition)","1990-04-17","https://i.scdn.co/image/ab67616d0000b2734ba1fe238a517021ebcc2ace","1","8","251573","https://p.scdn.co/mp3-preview/c6469c3260465dd11d9efe5c2d35c3aca3bcc2b2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:erikkellogg","2016-11-12T22:59:34Z","alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,jazz rap,queens hip hop,rap","0.848","0.666","0","-6.547","1","0.274","0.173","0.000699","0.129","0.744","96.662","4","","Jive/Legacy","P (P) 1990, 2015 Zomba Recording LLC"
"spotify:track:2xF0GzAiDMEugLYqLZFWLr","Push It","spotify:artist:7wqtxqI3eo7Gn1P7SpP6cQ","Salt-N-Pepa","spotify:album:5dDxTFSOhUp6Y7PtlcflVZ","Hot, Cool & Vicious","1986-12-08","https://i.scdn.co/image/ab67616d0000b273b7f02a720d3e76036440820b","1","1","272133","","false","0","spotify:user:erikkellogg","2016-11-12T22:59:44Z","dance pop,girl group,hip hop,hip house,hip pop,old school hip hop,pop rap,queens hip hop,rap","0.914","0.594","11","-12.478","0","0.0727","0.00709","0.00318","0.0832","0.972","127.226","4","","Universal Music Group","C © 1986 The Island Def Jam Music Group, The Island Def Jam Music Group, P ℗ 1986 The Island Def Jam Music Group, The Island Def Jam Music Group"
"spotify:track:5tiiot8oNYX0rTzNgxMkvg","Rump Shaker - Radio Mix","spotify:artist:6lLYZf9GpSq6Pf09g2N2xK","Wreckx-N-Effect","spotify:album:5r52t6oCmZjxCp7TSDscM5","Hip Hop Gold","2006-01-01","https://i.scdn.co/image/ab67616d0000b27316bf8302dc030f03ca3e96c4","2","7","237560","","false","0","spotify:user:erikkellogg","2016-11-12T23:00:05Z","new jack swing,rap","0.86","0.766","1","-7.524","1","0.248","0.0157","0.0000797","0.308","0.197","102.252","4","","Universal Strategic Marketing","C © 2006 Universal Music Enterprises, a Division of UMG Recordings, Inc., P ℗ 2006 Universal Music Enterprises, a Division of UMG Recordings, Inc."
"spotify:track:1mU0es3QUBRAxKkYvTANpG","Doin' It","spotify:artist:1P8IfcNKwrkQP5xJWuhaOC","LL Cool J","spotify:album:4RowEH0oNbHDie8rP2FDnJ","Mr. Smith","1995-01-01","https://i.scdn.co/image/ab67616d0000b2732d45d7492930c1fbb93b435c","1","5","293933","","true","0","spotify:user:erikkellogg","2016-11-12T23:00:09Z","east coast hip hop,hardcore hip hop,hip hop,hip pop,old school hip hop,pop rap,queens hip hop,r&b,rap,southern hip hop,urban contemporary","0.805","0.538","10","-11.444","0","0.205","0.357","0.0327","0.112","0.615","95.015","4","","Def Jam Recordings","C © 1995 Def Jam Recordings, P ℗ 1995 Def Jam Recordings"
"spotify:track:2LjiPAQOVazT8sRyXL3XRs","Informer","spotify:artist:3uZFBSsMiooimnprFL9jD1","Snow","spotify:album:6bNWz7bHK8M0xPfAPmFSRW","12 Inches Of Snow","1993","https://i.scdn.co/image/ab67616d0000b27350cb0dcd257aea8ae4e44c85","1","7","268910","https://p.scdn.co/mp3-preview/fbc7d916733cd5002982d85af7abcaab72cff4d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","spotify:user:erikkellogg","2016-11-12T23:30:40Z","canadian old school hip hop,reggae fusion","0.763","0.742","6","-10.975","0","0.188","0.0984","0","0.38","0.483","98.145","4","","EastWest","C © 1993 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 1993 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
"spotify:track:3vbIA1AKIo9RhZb26XZNtz","Return of the Mack - A Capella","spotify:artist:6V3F8MZrOKdT9fU686ybE9","Mark Morrison","spotify:album:4NuVgsVrUGNzPvfXjEWFtw","Return of the Mack / Trippin' (/Trippin')","1997","https://i.scdn.co/image/ab67616d0000b2734695dac7ad8fb34582199ee2","1","3","180733","https://p.scdn.co/mp3-preview/8fc26d7a53c4cd28fd6682ac871048e3b73d95aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:erikkellogg","2016-12-11T22:09:34Z","british soul,new jack swing","0.686","0.198","7","-17.268","1","0.156","0.576","0","0.107","0.837","93.887","4","","WEA","C © 1997Atlantic Records, P ℗ 1997 Atlantic Recording Corp.for the United States and WEA International for the world outside of the United States."
"spotify:track:2Dz5WpEWA0vhnMmEPYiZ2y","She Is Love","spotify:artist:2PCUhxD40qlMqsKHjTZD2e","Parachute","spotify:album:1xUlpEzwUautb4HYaVazLh","Losing Sleep","2009-01-01","https://i.scdn.co/image/ab67616d0000b2735751a628eef90a2250966b3d","1","5","146066","https://p.scdn.co/mp3-preview/ff16b00e296334e279629e0a623fc453c94aa631?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","spotify:user:erikkellogg","2018-04-04T00:44:15Z","acoustic pop,charlottesville indie,indiecoustica,neo mellow,neon pop punk,pop,pop punk,pop rock,post-teen pop,viral pop","0.629","0.174","6","-9.697","1","0.141","0.616","0","0.118","0.305","134.295","1","","Mercury Records","C © 2009 The Island Def Jam Music Group, P ℗ 2009 The Island Def Jam Music Group"
